ID,Provincia,Canton,Localizacion,Poblacion,Cantidad,Tasa,Genero,Año
252,SAN JOSE,SANTA ANA,HIGADO,22017,0,0,HOMBRE,2011
253,SAN JOSE,ALAJUELITA,HIGADO,66685,0,0,HOMBRE,2011
254,SAN JOSE,CORONADO,HIGADO,41330,2,4.84,HOMBRE,2011
255,SAN JOSE,ACOSTA,HIGADO,9987,0,0,HOMBRE,2011
256,SAN JOSE,TIBAS,HIGADO,30106,5,16.61,HOMBRE,2011
257,SAN JOSE,MORAVIA,HIGADO,27111,5,18.44,HOMBRE,2011
258,SAN JOSE,MONTES DE OCA,HIGADO,26539,3,11.3,HOMBRE,2011
259,SAN JOSE,TURRUBARES,HIGADO,2390,0,0,HOMBRE,2011
260,SAN JOSE,DOTA,HIGADO,3338,0,0,HOMBRE,2011
261,SAN JOSE,CURRIDABAT,HIGADO,36497,1,2.74,HOMBRE,2011
262,SAN JOSE,PEREZ ZELEDON,HIGADO,65271,6,9.19,HOMBRE,2011
263,SAN JOSE,LEON CORTES,HIGADO,6824,0,0,HOMBRE,2011
264,ALAJUELA,CENTRAL,HIGADO,145135,12,8.27,HOMBRE,2011
265,ALAJUELA,SAN RAMON,HIGADO,45418,1,2.2,HOMBRE,2011
266,ALAJUELA,GRECIA,HIGADO,42227,4,9.47,HOMBRE,2011
267,ALAJUELA,SAN MATEO,HIGADO,2985,0,0,HOMBRE,2011
268,ALAJUELA,ATENAS,HIGADO,13364,0,0,HOMBRE,2011
269,ALAJUELA,NARANJO,HIGADO,23020,3,13.03,HOMBRE,2011
270,ALAJUELA,PALMARES,HIGADO,19341,2,10.34,HOMBRE,2011
271,ALAJUELA,POAS,HIGADO,16256,0,0,HOMBRE,2011
272,ALAJUELA,OROTINA,HIGADO,9581,1,10.44,HOMBRE,2011
273,ALAJUELA,SAN CARLOS,HIGADO,77589,7,9.02,HOMBRE,2011
274,ALAJUELA,ALFARO RUIZ,HIGADO,7789,1,12.84,HOMBRE,2011
275,ALAJUELA,VALVERDE VEGA,HIGADO,9140,1,10.94,HOMBRE,2011
276,ALAJUELA,UPALA,HIGADO,18732,1,5.34,HOMBRE,2011
277,ALAJUELA,LOS CHILES,HIGADO,10825,0,0,HOMBRE,2011
278,ALAJUELA,GUATUSO,HIGADO,8694,0,0,HOMBRE,2011
279,CARTAGO,CENTRAL,HIGADO,78555,10,12.73,HOMBRE,2011
280,CARTAGO,PARAISO,HIGADO,35284,0,0,HOMBRE,2011
281,CARTAGO,LA UNION,HIGADO,53721,4,7.45,HOMBRE,2011
282,CARTAGO,JIMENEZ,HIGADO,7084,0,0,HOMBRE,2011
283,CARTAGO,TURRIALBA,HIGADO,35962,4,11.12,HOMBRE,2011
284,CARTAGO,ALVARADO,HIGADO,6990,0,0,HOMBRE,2011
285,CARTAGO,OREAMUNO,HIGADO,22556,2,8.87,HOMBRE,2011
286,CARTAGO,EL GUARCO,HIGADO,19823,0,0,HOMBRE,2011
287,HEREDIA,CENTRAL,HIGADO,67169,3,4.47,HOMBRE,2011
288,HEREDIA,BARVA,HIGADO,19953,1,5.01,HOMBRE,2011
289,HEREDIA,SANTO DOMINGO,HIGADO,18957,1,5.28,HOMBRE,2011
290,HEREDIA,SANTA BARBARA,HIGADO,17747,4,22.54,HOMBRE,2011
291,HEREDIA,SAN RAFAEL,HIGADO,22062,2,9.07,HOMBRE,2011
292,HEREDIA,SAN ISIDRO,HIGADO,11378,1,8.79,HOMBRE,2011
293,HEREDIA,BELEN,HIGADO,11832,1,8.45,HOMBRE,2011
294,HEREDIA,FLORES,HIGADO,8897,0,0,HOMBRE,2011
295,HEREDIA,SAN PABLO,HIGADO,11720,1,8.53,HOMBRE,2011
296,HEREDIA,SARAPIQUI,HIGADO,42040,2,4.76,HOMBRE,2011
297,GUANACASTE,LIBERIA,HIGADO,27303,1,3.66,HOMBRE,2011
298,GUANACASTE,NICOYA,HIGADO,20554,0,0,HOMBRE,2011
299,GUANACASTE,SANTA CRUZ,HIGADO,22487,3,13.34,HOMBRE,2011
300,GUANACASTE,BAGACES,HIGADO,9834,1,10.17,HOMBRE,2011
301,GUANACASTE,CARRILLO,HIGADO,15525,1,6.44,HOMBRE,2011
302,GUANACASTE,CAÑAS,HIGADO,12664,0,0,HOMBRE,2011
303,GUANACASTE,ABANGARES,HIGADO,8656,0,0,HOMBRE,2011
304,GUANACASTE,TILARAN,HIGADO,8449,1,11.84,HOMBRE,2011
305,GUANACASTE,NANDAYURE,HIGADO,5121,0,0,HOMBRE,2011
306,GUANACASTE,LA CRUZ,HIGADO,8863,0,0,HOMBRE,2011
307,GUANACASTE,HOJANCHA,HIGADO,3384,0,0,HOMBRE,2011
308,PUNTARENAS,CENTRAL,HIGADO,54665,5,9.15,HOMBRE,2011
309,PUNTARENAS,ESPARZA,HIGADO,14249,0,0,HOMBRE,2011
310,PUNTARENAS,BUENOS AIRES,HIGADO,22558,5,22.17,HOMBRE,2011
311,PUNTARENAS,MONTES DE ORO,HIGADO,6692,2,29.89,HOMBRE,2011
312,PUNTARENAS,OSA,HIGADO,10955,0,0,HOMBRE,2011
313,PUNTARENAS,AGUIRRE,HIGADO,12897,1,7.75,HOMBRE,2011
314,PUNTARENAS,GOLFITO,HIGADO,15238,1,6.56,HOMBRE,2011
315,PUNTARENAS,COTO BRUS,HIGADO,17615,0,0,HOMBRE,2011
316,PUNTARENAS,PARRITA,HIGADO,6492,0,0,HOMBRE,2011
317,PUNTARENAS,CORREDORES,HIGADO,16601,1,6.02,HOMBRE,2011
318,PUNTARENAS,GARABITO,HIGADO,12489,0,0,HOMBRE,2011
319,LIMON,CENTRAL,HIGADO,54106,5,9.24,HOMBRE,2011
320,LIMON,POCOCI,HIGADO,81446,4,4.91,HOMBRE,2011
321,LIMON,SIQUIRRES,HIGADO,32217,2,6.21,HOMBRE,2011
322,LIMON,TALAMANCA,HIGADO,18065,0,0,HOMBRE,2011
323,LIMON,MATINA,HIGADO,25619,1,3.9,HOMBRE,2011
324,LIMON,GUACIMO,HIGADO,25132,1,3.98,HOMBRE,2011
325,SAN JOSE,CENTRAL,COLON,176061,16,9.09,HOMBRE,2011
326,SAN JOSE,ESCAZU,COLON,30462,3,9.85,HOMBRE,2011
327,SAN JOSE,DESAMPARADOS,COLON,152103,5,3.29,HOMBRE,2011
328,SAN JOSE,PURISCAL,COLON,15760,1,6.35,HOMBRE,2011
329,SAN JOSE,TARRAZU,COLON,8417,0,0,HOMBRE,2011
330,SAN JOSE,ASERRI,COLON,28084,0,0,HOMBRE,2011
331,SAN JOSE,MORA,COLON,13686,0,0,HOMBRE,2011
332,SAN JOSE,GOICOECHEA,COLON,65633,5,7.62,HOMBRE,2011
333,SAN JOSE,SANTA ANA,COLON,22017,1,4.54,HOMBRE,2011
334,SAN JOSE,ALAJUELITA,COLON,66685,3,4.5,HOMBRE,2011
335,SAN JOSE,CORONADO,COLON,41330,2,4.84,HOMBRE,2011
336,SAN JOSE,ACOSTA,COLON,9987,1,10.01,HOMBRE,2011
337,SAN JOSE,TIBAS,COLON,30106,1,3.32,HOMBRE,2011
338,SAN JOSE,MORAVIA,COLON,27111,2,7.38,HOMBRE,2011
339,SAN JOSE,MONTES DE OCA,COLON,26539,2,7.54,HOMBRE,2011
340,SAN JOSE,TURRUBARES,COLON,2390,0,0,HOMBRE,2011
341,SAN JOSE,DOTA,COLON,3338,0,0,HOMBRE,2011
342,SAN JOSE,CURRIDABAT,COLON,36497,1,2.74,HOMBRE,2011
343,SAN JOSE,PEREZ ZELEDON,COLON,65271,6,9.19,HOMBRE,2011
344,SAN JOSE,LEON CORTES,COLON,6824,0,0,HOMBRE,2011
345,ALAJUELA,CENTRAL,COLON,145135,11,7.58,HOMBRE,2011
346,ALAJUELA,SAN RAMON,COLON,45418,3,6.61,HOMBRE,2011
347,ALAJUELA,GRECIA,COLON,42227,2,4.74,HOMBRE,2011
348,ALAJUELA,SAN MATEO,COLON,2985,0,0,HOMBRE,2011
349,ALAJUELA,ATENAS,COLON,13364,2,14.97,HOMBRE,2011
350,ALAJUELA,NARANJO,COLON,23020,0,0,HOMBRE,2011
351,ALAJUELA,PALMARES,COLON,19341,1,5.17,HOMBRE,2011
352,ALAJUELA,POAS,COLON,16256,0,0,HOMBRE,2011
353,ALAJUELA,OROTINA,COLON,9581,0,0,HOMBRE,2011
354,ALAJUELA,SAN CARLOS,COLON,77589,5,6.44,HOMBRE,2011
355,ALAJUELA,ALFARO RUIZ,COLON,7789,1,12.84,HOMBRE,2011
356,ALAJUELA,VALVERDE VEGA,COLON,9140,0,0,HOMBRE,2011
357,ALAJUELA,UPALA,COLON,18732,0,0,HOMBRE,2011
358,ALAJUELA,LOS CHILES,COLON,10825,1,9.24,HOMBRE,2011
359,ALAJUELA,GUATUSO,COLON,8694,0,0,HOMBRE,2011
360,CARTAGO,CENTRAL,COLON,78555,2,2.55,HOMBRE,2011
361,CARTAGO,PARAISO,COLON,35284,2,5.67,HOMBRE,2011
362,CARTAGO,LA UNION,COLON,53721,2,3.72,HOMBRE,2011
363,CARTAGO,JIMENEZ,COLON,7084,0,0,HOMBRE,2011
364,CARTAGO,TURRIALBA,COLON,35962,3,8.34,HOMBRE,2011
365,CARTAGO,ALVARADO,COLON,6990,1,14.31,HOMBRE,2011
366,CARTAGO,OREAMUNO,COLON,22556,0,0,HOMBRE,2011
367,CARTAGO,EL GUARCO,COLON,19823,0,0,HOMBRE,2011
368,HEREDIA,CENTRAL,COLON,67169,6,8.93,HOMBRE,2011
369,HEREDIA,BARVA,COLON,19953,1,5.01,HOMBRE,2011
370,HEREDIA,SANTO DOMINGO,COLON,18957,0,0,HOMBRE,2011
371,HEREDIA,SANTA BARBARA,COLON,17747,2,11.27,HOMBRE,2011
372,HEREDIA,SAN RAFAEL,COLON,22062,2,9.07,HOMBRE,2011
373,HEREDIA,SAN ISIDRO,COLON,11378,2,17.58,HOMBRE,2011
374,HEREDIA,BELEN,COLON,11832,0,0,HOMBRE,2011
375,HEREDIA,FLORES,COLON,8897,0,0,HOMBRE,2011
376,HEREDIA,SAN PABLO,COLON,11720,0,0,HOMBRE,2011
377,HEREDIA,SARAPIQUI,COLON,42040,1,2.38,HOMBRE,2011
378,GUANACASTE,LIBERIA,COLON,27303,2,7.33,HOMBRE,2011
379,GUANACASTE,NICOYA,COLON,20554,0,0,HOMBRE,2011
380,GUANACASTE,SANTA CRUZ,COLON,22487,0,0,HOMBRE,2011
381,GUANACASTE,BAGACES,COLON,9834,0,0,HOMBRE,2011
382,GUANACASTE,CARRILLO,COLON,15525,5,32.21,HOMBRE,2011
383,GUANACASTE,CAÑAS,COLON,12664,0,0,HOMBRE,2011
384,GUANACASTE,ABANGARES,COLON,8656,0,0,HOMBRE,2011
385,GUANACASTE,TILARAN,COLON,8449,0,0,HOMBRE,2011
386,GUANACASTE,NANDAYURE,COLON,5121,1,19.53,HOMBRE,2011
387,GUANACASTE,LA CRUZ,COLON,8863,0,0,HOMBRE,2011
388,GUANACASTE,HOJANCHA,COLON,3384,0,0,HOMBRE,2011
389,PUNTARENAS,CENTRAL,COLON,54665,2,3.66,HOMBRE,2011
390,PUNTARENAS,ESPARZA,COLON,14249,2,14.04,HOMBRE,2011
391,PUNTARENAS,BUENOS AIRES,COLON,22558,2,8.87,HOMBRE,2011
392,PUNTARENAS,MONTES DE ORO,COLON,6692,0,0,HOMBRE,2011
393,PUNTARENAS,OSA,COLON,10955,1,9.13,HOMBRE,2011
394,PUNTARENAS,AGUIRRE,COLON,12897,0,0,HOMBRE,2011
395,PUNTARENAS,GOLFITO,COLON,15238,0,0,HOMBRE,2011
396,PUNTARENAS,COTO BRUS,COLON,17615,0,0,HOMBRE,2011
397,PUNTARENAS,PARRITA,COLON,6492,1,15.4,HOMBRE,2011
398,PUNTARENAS,CORREDORES,COLON,16601,0,0,HOMBRE,2011
399,PUNTARENAS,GARABITO,COLON,12489,2,16.01,HOMBRE,2011
400,LIMON,CENTRAL,COLON,54106,2,3.7,HOMBRE,2011
401,LIMON,POCOCI,COLON,81446,3,3.68,HOMBRE,2011
402,LIMON,SIQUIRRES,COLON,32217,1,3.1,HOMBRE,2011
403,LIMON,TALAMANCA,COLON,18065,1,5.54,HOMBRE,2011
404,LIMON,MATINA,COLON,25619,0,0,HOMBRE,2011
405,LIMON,GUACIMO,COLON,25132,0,0,HOMBRE,2011
406,SAN JOSE,CENTRAL,LINFOMAS,176061,13,7.38,HOMBRE,2011
407,SAN JOSE,ESCAZU,LINFOMAS,30462,1,3.28,HOMBRE,2011
408,SAN JOSE,DESAMPARADOS,LINFOMAS,152103,4,2.63,HOMBRE,2011
409,SAN JOSE,PURISCAL,LINFOMAS,15760,2,12.69,HOMBRE,2011
410,SAN JOSE,TARRAZU,LINFOMAS,8417,0,0,HOMBRE,2011
411,SAN JOSE,ASERRI,LINFOMAS,28084,6,21.36,HOMBRE,2011
412,SAN JOSE,MORA,LINFOMAS,13686,0,0,HOMBRE,2011
413,SAN JOSE,GOICOECHEA,LINFOMAS,65633,2,3.05,HOMBRE,2011
414,SAN JOSE,SANTA ANA,LINFOMAS,22017,3,13.63,HOMBRE,2011
415,SAN JOSE,ALAJUELITA,LINFOMAS,66685,1,1.5,HOMBRE,2011
416,SAN JOSE,CORONADO,LINFOMAS,41330,5,12.1,HOMBRE,2011
417,SAN JOSE,ACOSTA,LINFOMAS,9987,0,0,HOMBRE,2011
418,SAN JOSE,TIBAS,LINFOMAS,30106,2,6.64,HOMBRE,2011
419,SAN JOSE,MORAVIA,LINFOMAS,27111,1,3.69,HOMBRE,2011
420,SAN JOSE,MONTES DE OCA,LINFOMAS,26539,2,7.54,HOMBRE,2011
421,SAN JOSE,TURRUBARES,LINFOMAS,2390,0,0,HOMBRE,2011
422,SAN JOSE,DOTA,LINFOMAS,3338,1,29.96,HOMBRE,2011
423,SAN JOSE,CURRIDABAT,LINFOMAS,36497,4,10.96,HOMBRE,2011
424,SAN JOSE,PEREZ ZELEDON,LINFOMAS,65271,5,7.66,HOMBRE,2011
425,SAN JOSE,LEON CORTES,LINFOMAS,6824,0,0,HOMBRE,2011
426,ALAJUELA,CENTRAL,LINFOMAS,145135,5,3.45,HOMBRE,2011
427,ALAJUELA,SAN RAMON,LINFOMAS,45418,1,2.2,HOMBRE,2011
428,ALAJUELA,GRECIA,LINFOMAS,42227,5,11.84,HOMBRE,2011
429,ALAJUELA,SAN MATEO,LINFOMAS,2985,0,0,HOMBRE,2011
430,ALAJUELA,ATENAS,LINFOMAS,13364,1,7.48,HOMBRE,2011
431,ALAJUELA,NARANJO,LINFOMAS,23020,2,8.69,HOMBRE,2011
432,ALAJUELA,PALMARES,LINFOMAS,19341,1,5.17,HOMBRE,2011
433,ALAJUELA,POAS,LINFOMAS,16256,0,0,HOMBRE,2011
434,ALAJUELA,OROTINA,LINFOMAS,9581,0,0,HOMBRE,2011
435,ALAJUELA,SAN CARLOS,LINFOMAS,77589,5,6.44,HOMBRE,2011
436,ALAJUELA,ALFARO RUIZ,LINFOMAS,7789,0,0,HOMBRE,2011
437,ALAJUELA,VALVERDE VEGA,LINFOMAS,9140,0,0,HOMBRE,2011
438,ALAJUELA,UPALA,LINFOMAS,18732,0,0,HOMBRE,2011
439,ALAJUELA,LOS CHILES,LINFOMAS,10825,0,0,HOMBRE,2011
440,ALAJUELA,GUATUSO,LINFOMAS,8694,0,0,HOMBRE,2011
441,CARTAGO,CENTRAL,LINFOMAS,78555,1,1.27,HOMBRE,2011
442,CARTAGO,PARAISO,LINFOMAS,35284,3,8.5,HOMBRE,2011
443,CARTAGO,LA UNION,LINFOMAS,53721,0,0,HOMBRE,2011
444,CARTAGO,JIMENEZ,LINFOMAS,7084,1,14.12,HOMBRE,2011
445,CARTAGO,TURRIALBA,LINFOMAS,35962,1,2.78,HOMBRE,2011
446,CARTAGO,ALVARADO,LINFOMAS,6990,1,14.31,HOMBRE,2011
447,CARTAGO,OREAMUNO,LINFOMAS,22556,0,0,HOMBRE,2011
448,CARTAGO,EL GUARCO,LINFOMAS,19823,3,15.13,HOMBRE,2011
449,HEREDIA,CENTRAL,LINFOMAS,67169,4,5.96,HOMBRE,2011
450,HEREDIA,BARVA,LINFOMAS,19953,0,0,HOMBRE,2011
451,HEREDIA,SANTO DOMINGO,LINFOMAS,18957,1,5.28,HOMBRE,2011
452,HEREDIA,SANTA BARBARA,LINFOMAS,17747,0,0,HOMBRE,2011
453,HEREDIA,SAN RAFAEL,LINFOMAS,22062,1,4.53,HOMBRE,2011
454,HEREDIA,SAN ISIDRO,LINFOMAS,11378,1,8.79,HOMBRE,2011
455,HEREDIA,BELEN,LINFOMAS,11832,0,0,HOMBRE,2011
456,HEREDIA,FLORES,LINFOMAS,8897,0,0,HOMBRE,2011
457,HEREDIA,SAN PABLO,LINFOMAS,11720,0,0,HOMBRE,2011
458,HEREDIA,SARAPIQUI,LINFOMAS,42040,3,7.14,HOMBRE,2011
459,GUANACASTE,LIBERIA,LINFOMAS,27303,0,0,HOMBRE,2011
460,GUANACASTE,NICOYA,LINFOMAS,20554,2,9.73,HOMBRE,2011
461,GUANACASTE,SANTA CRUZ,LINFOMAS,22487,0,0,HOMBRE,2011
462,GUANACASTE,BAGACES,LINFOMAS,9834,1,10.17,HOMBRE,2011
463,GUANACASTE,CARRILLO,LINFOMAS,15525,0,0,HOMBRE,2011
464,GUANACASTE,CAÑAS,LINFOMAS,12664,1,7.9,HOMBRE,2011
465,GUANACASTE,ABANGARES,LINFOMAS,8656,1,11.55,HOMBRE,2011
466,GUANACASTE,TILARAN,LINFOMAS,8449,2,23.67,HOMBRE,2011
467,GUANACASTE,NANDAYURE,LINFOMAS,5121,0,0,HOMBRE,2011
468,GUANACASTE,LA CRUZ,LINFOMAS,8863,2,22.57,HOMBRE,2011
469,GUANACASTE,HOJANCHA,LINFOMAS,3384,0,0,HOMBRE,2011
470,PUNTARENAS,CENTRAL,LINFOMAS,54665,1,1.83,HOMBRE,2011
471,PUNTARENAS,ESPARZA,LINFOMAS,14249,0,0,HOMBRE,2011
472,PUNTARENAS,BUENOS AIRES,LINFOMAS,22558,1,4.43,HOMBRE,2011
473,PUNTARENAS,MONTES DE ORO,LINFOMAS,6692,0,0,HOMBRE,2011
474,PUNTARENAS,OSA,LINFOMAS,10955,0,0,HOMBRE,2011
475,PUNTARENAS,AGUIRRE,LINFOMAS,12897,0,0,HOMBRE,2011
476,PUNTARENAS,GOLFITO,LINFOMAS,15238,1,6.56,HOMBRE,2011
477,PUNTARENAS,COTO BRUS,LINFOMAS,17615,0,0,HOMBRE,2011
478,PUNTARENAS,PARRITA,LINFOMAS,6492,0,0,HOMBRE,2011
479,PUNTARENAS,CORREDORES,LINFOMAS,16601,1,6.02,HOMBRE,2011
480,PUNTARENAS,GARABITO,LINFOMAS,12489,0,0,HOMBRE,2011
481,LIMON,CENTRAL,LINFOMAS,54106,8,14.79,HOMBRE,2011
482,LIMON,POCOCI,LINFOMAS,81446,2,2.46,HOMBRE,2011
483,LIMON,SIQUIRRES,LINFOMAS,32217,1,3.1,HOMBRE,2011
484,LIMON,TALAMANCA,LINFOMAS,18065,0,0,HOMBRE,2011
485,LIMON,MATINA,LINFOMAS,25619,0,0,HOMBRE,2011
486,LIMON,GUACIMO,LINFOMAS,25132,1,3.98,HOMBRE,2011
487,SAN JOSE,CENTRAL,PANCREAS,176061,14,7.95,HOMBRE,2011
488,SAN JOSE,ESCAZU,PANCREAS,30462,1,3.28,HOMBRE,2011
489,SAN JOSE,DESAMPARADOS,PANCREAS,152103,5,3.29,HOMBRE,2011
490,SAN JOSE,PURISCAL,PANCREAS,15760,3,19.04,HOMBRE,2011
491,SAN JOSE,TARRAZU,PANCREAS,8417,0,0,HOMBRE,2011
492,SAN JOSE,ASERRI,PANCREAS,28084,0,0,HOMBRE,2011
493,SAN JOSE,MORA,PANCREAS,13686,0,0,HOMBRE,2011
494,SAN JOSE,GOICOECHEA,PANCREAS,65633,4,6.09,HOMBRE,2011
495,SAN JOSE,SANTA ANA,PANCREAS,22017,2,9.08,HOMBRE,2011
496,SAN JOSE,ALAJUELITA,PANCREAS,66685,1,1.5,HOMBRE,2011
497,SAN JOSE,CORONADO,PANCREAS,41330,0,0,HOMBRE,2011
498,SAN JOSE,ACOSTA,PANCREAS,9987,0,0,HOMBRE,2011
499,SAN JOSE,TIBAS,PANCREAS,30106,2,6.64,HOMBRE,2011
500,SAN JOSE,MORAVIA,PANCREAS,27111,5,18.44,HOMBRE,2011
501,SAN JOSE,MONTES DE OCA,PANCREAS,26539,1,3.77,HOMBRE,2011
502,SAN JOSE,TURRUBARES,PANCREAS,2390,0,0,HOMBRE,2011
503,SAN JOSE,DOTA,PANCREAS,3338,0,0,HOMBRE,2011
504,SAN JOSE,CURRIDABAT,PANCREAS,36497,1,2.74,HOMBRE,2011
505,SAN JOSE,PEREZ ZELEDON,PANCREAS,65271,2,3.06,HOMBRE,2011
506,SAN JOSE,LEON CORTES,PANCREAS,6824,2,29.31,HOMBRE,2011
507,ALAJUELA,CENTRAL,PANCREAS,145135,7,4.82,HOMBRE,2011
508,ALAJUELA,SAN RAMON,PANCREAS,45418,2,4.4,HOMBRE,2011
509,ALAJUELA,GRECIA,PANCREAS,42227,3,7.1,HOMBRE,2011
510,ALAJUELA,SAN MATEO,PANCREAS,2985,1,33.5,HOMBRE,2011
511,ALAJUELA,ATENAS,PANCREAS,13364,0,0,HOMBRE,2011
512,ALAJUELA,NARANJO,PANCREAS,23020,0,0,HOMBRE,2011
513,ALAJUELA,PALMARES,PANCREAS,19341,0,0,HOMBRE,2011
514,ALAJUELA,POAS,PANCREAS,16256,0,0,HOMBRE,2011
515,ALAJUELA,OROTINA,PANCREAS,9581,1,10.44,HOMBRE,2011
516,ALAJUELA,SAN CARLOS,PANCREAS,77589,1,1.29,HOMBRE,2011
517,ALAJUELA,ALFARO RUIZ,PANCREAS,7789,0,0,HOMBRE,2011
518,ALAJUELA,VALVERDE VEGA,PANCREAS,9140,0,0,HOMBRE,2011
519,ALAJUELA,UPALA,PANCREAS,18732,2,10.68,HOMBRE,2011
520,ALAJUELA,LOS CHILES,PANCREAS,10825,0,0,HOMBRE,2011
521,ALAJUELA,GUATUSO,PANCREAS,8694,1,11.5,HOMBRE,2011
522,CARTAGO,CENTRAL,PANCREAS,78555,6,7.64,HOMBRE,2011
523,CARTAGO,PARAISO,PANCREAS,35284,1,2.83,HOMBRE,2011
524,CARTAGO,LA UNION,PANCREAS,53721,2,3.72,HOMBRE,2011
525,CARTAGO,JIMENEZ,PANCREAS,7084,2,28.23,HOMBRE,2011
526,CARTAGO,TURRIALBA,PANCREAS,35962,3,8.34,HOMBRE,2011
527,CARTAGO,ALVARADO,PANCREAS,6990,0,0,HOMBRE,2011
528,CARTAGO,OREAMUNO,PANCREAS,22556,0,0,HOMBRE,2011
